"content"|"translated"|"likes"|"workId"|"sentiment"|"country"|"platform"|"postTime"
"今日金鶏賞の各部門のグランプリ作品が発表されました！羅小黒戦記がノミネートされた美術部門では、「哪吒之魔童降世」がグランプリを獲得しました(やっぱり哪吒だったか〜)シャオヘイは残念ながら受賞ならずでしたが、ノミネート作品として記念トロフィーと賞状が贈呈されていました〜(p3-4)"|"今天金鸡奖各奖项的最高奖揭晓了!罗小黑战记入围的美术部门中，《哪咤之魔童降世》获得了最高奖(果然是哪咤啊~)小黑很遗憾没能获奖，作为提名作品颁发了纪念奖杯和奖状(p3-4)"|"64"|"19"|"积极"|"日本"|"Twitter"|"2020-11-28"|"Twitter"
"#哪吒 成为中国动画电影票房冠军 截至8月2日12时，《 #哪吒之魔童降世 》票房，位列中国影史动画电影票房第一。单日票房破2亿，3日破7亿，5日破10亿，上映8日《哪吒之魔童降世》打破了由《 #疯狂动物城 》保持的15.27亿票房的动画电影票房纪录"|"#哪咤 成为中国动画电影票房冠军 截至8月2日12时，《 #哪咤之魔童降世 》票房，位列中国影史动画电影票房第一。单日票房破2亿，3日破7亿，5日破10亿，上映8日《哪咤之魔童降世》打破了由《 #疯狂动物城 》保持的15.27亿票房的动画电影票房纪录"|"0"|"19"|"积极"|"中国"|"Twitter"|"2019-08-02"|"Twitter"
"「『鬼滅の刃』が興行収入300億円？　ふーん、すごいね。それが何か？　同時期の似た系統の中国アニメ『哪吒之魔童降世』はもう800億円ですけど？　日本市場って哀しいねー、300億円かそこらで限界がくるなんてさー。中国アニメならよかったのにね」とウエメセな中国記事。https://mbd.baidu."|"“《鬼灭之刃》票房收入300亿日元?嗯，好厉害啊。那是什么呢?同时期的相似系统的中国动画片《哪咤之魔童降世》已经是800亿日元了?日本市场也太悲哀了，300亿日元左右已经是极限了。如果是中国动画的话就好了”，这是一篇令人失望的中国报道。https://mbd.baidu。"|"158"|"19"|"积极"|"日本"|"Twitter"|"2020-12-14"|"Twitter"
"フジリュー版封神演義25周年か　コラボカフェもいいけど羅小黒戦記やナタ転生、哪吒之魔童降世といった中国アニメともクロスオーバーした企画がめっさ見てみたい！"|"藤留版封神演义25周年和合作咖啡店也不错，不过罗小黑战记、娜塔转生、哪咤之魔童降世这些和中国动画跨界的企划还是很想看的!"|"12"|"19"|"积极"|"日本"|"Twitter"|"2021-03-12"|"Twitter"
"本アカにアップしたけどこっちにしておこう哪吒闹海と哪吒之魔童降世、なぜ従者のおじさんのデザインだけそのままなんだろう。かわいいよねあのおじさん#哪吒之魔童降世"|"闹海和哪咤之魔童降世，为什么只有随从叔叔的设计是那样的呢?可爱的大叔#哪咤之魔童降世"|"114"|"19"|"积极"|"日本"|"Twitter"|"2019-11-10"|"Twitter"
">アニメ映画「哪吒之魔童降世」は中国神話に登場する少年神で、日本でも人気マンガ「封神演義」に登場して“ナタク”の名で知られるキャラクター、哪吒（なた）が主人公。鼻つまみ者の悪ガキが運命に導かれ、小さなヒーローへと成長する姿を描いている。"|"动画电影《哪咤之魔童降世》的主人公是中国神话中的少年神，在日本人气漫画《封神演义》中登场的哪咤。描写了一个受人欺负的坏孩子在命运的引导下成长为小英雄的故事。"|"21"|"19"|"积极"|"日本"|"Twitter"|"2019-08-09"|"Twitter"
"20億超えればヒット作らしいけど鬼滅が世界興収500億円で、哪吒之魔童降世は850億円、ディズニーものは1000億超えてくるよね笑ったのが妻夫木が黄金聖闘士になってた唐人街探偵(日中共同映画)は900億円だったこと(うち日本興収は1億以下なのであまり知られていない)"|"超过20亿就算是热门作品了，鬼灭的全球票房是500亿日元，哪咤之魔童降世是850亿日元，迪士尼的票房超过了1000亿呢笑的是妻夫木业成为黄金圣斗士的唐人街侦探(中日联合电影)是900亿日元。亿日元(其中日本票房在1亿以下，所以不太为人所知)"|"20"|"19"|"积极"|"日本"|"Twitter"|"2023-01-29"|"Twitter"
"中国？のCGアニメ『哪吒之魔童降世』より、中国バンダイ限定！フィギュアーツ哪吒をゲットしたぜぇ！いや、この作品の内容全く知らないんだけどね？wこのアーツの映画からそのまま抜け出してきたみたいな出来に一目惚れしちゃいましてね、がんばってゲットしました。#哪吒之魔童降世"|"中国?的CG动画《哪咤之魔童降世》，中国万代限定!得到了花样滑冰哪咤啊!不，我完全不知道这部作品的内容。w从这个艺术的电影里就那样溜出来了，对这样的作品一见钟情，努力得到了。哪咤之魔童降世"|"40"|"19"|"积极"|"日本"|"Twitter"|"2021-03-16"|"Twitter"
"羅小黒戦記の哪吒様の解像度をあげたいという思いだけで「哪吒之魔童降世」みたんだけど、ほんとみて良かったよ......"|"我只是想提高罗小黑战记哪咤的分辨率，就看了《哪咤之魔童降世》，真的很好看......"|"11"|"19"|"积极"|"日本"|"Twitter"|"2021-01-08"|"Twitter"
"英語版ブルレイ買ってから2年以上寝かせてた姜子牙をやっとみた！英語か中国語の2択だから中国語音声＋中国語字幕でみたけどなんとなく話の筋も理解できたしおもしろかったな。すっごい泣いたけど…彩蛋がめちゃくちゃ楽しくて救われました（哪吒之魔童降世とのコラボだった！）"|"买了英文版的bullei之后躺了2年多的姜子牙终于看到了!因为是英语和中文2选1，所以用中文语音+中文字幕看了看，不过总觉得故事的情节也能理解很有趣。虽然哭得很厉害…彩蛋很开心被拯救了(是和哪咤之魔童降世的合作!)"|"5"|"19"|"积极"|"日本"|"Twitter"|"2023-07-22"|"Twitter"
"中国で話題になった映画　《哪吒之魔童降世》をみました特に響いた言葉が“我命由我不由天”自分の運命は天が決めるのではなく、自分が決める。と言う意味です。私の大学は半月留学延長できるんですが、親に言われたから延長するという話を聞き…自分の人生だよね？と問い返したくなりました"|"中国で话题になった映画　《哪咤之魔童降世》をみました特に响いた言叶が“我命由我不由天”自分の运命は天が决めるのではなく、自分が决める。と言う意味です。私の大学は半月留学延长できるんですが、亲に言われたから延长するという话を闻き…自分の人生だよね？と问い返したくなりました"|"28"|"19"|"积极"|"日本"|"Twitter"|"2019-12-13"|"Twitter"
"『姜子牙 (2020)』監督：程腾 / 李炜封神演義の改作新海誠の『星を追う子ども(2011)』に結構影響受けているような気がしました虚化した九尾の妖狐四不相が可愛い疾走感とｳﾞｨｼﾞｭｱﾙは凄いけど封神演義の世界観に嵌れなかった人には訳が分からずｷﾂｲかも哪吒之魔童降世"|"『姜子牙 (2020)』监督：程腾 / 李炜封神演义の改作新海诚の『星を追う子ども(2011)』に结构影响受けているような気がしました虚化した九尾の妖狐四不相が可爱い疾走感とｳﾞｨｼﾞｭｱﾙは凄いけど封神演义の世界観に嵌れなかった人には訳が分からずｷﾂｲかも哪咤之魔童降世"|"14"|"19"|"积极"|"日本"|"Twitter"|"2020-10-04"|"Twitter"
"『ナタ～魔童降臨～』《哪吒之魔童降世》の餃子監督が《你好，李焕英》の中国興行収入2位をお祝い#你好李焕英"|"《哪咤之魔童降临》、《哪咤之魔童降世》的导演饺子祝贺《你好，李有英》获得中国票房第二名。"|"5"|"19"|"积极"|"日本"|"Twitter"|"2021-03-06"|"Twitter"
"#水歌ななこ哪吒コレクション132哪吒之魔童降世フィギュア25.5×32.3×6cm（外箱）2019年に中国で大ヒットした映画「哪吒之魔童降世」のフィギュア8体とカード5枚のセットです。外箱タイトルが「魔王現世」と微妙なので海賊版かもしれませんが、母からのまさかの北京土産で大興奮しました！#哪吒"|"#水歌鱼子哪咤系列132哪咤之魔童降世手办25.5×32.3×6cm(外盒)2019年在中国大热的电影《哪咤之魔童降世》的手办由8个和5张卡片组合而成。因为外箱标题和“魔王现世”微妙可能是盗版，不过，从母亲的意外的北京特产大兴奋了!#哪咤"|"10"|"19"|"积极"|"日本"|"Twitter"|"2021-10-04"|"Twitter"
"制作チームの作品への思い入れは本当に段違いで、田監督はもちろん、プロデューサーの易巧氏は興収1000億円の中国アニメ史を変える大ヒット『哪吒之魔童降世』を出したあと、元々の配給会社を辞めてこの作品に集中している。"|"制作团队对作品的投入真的是天壤之别，田导演就不用说了，制片人易巧在推出了改写中国动画史的票房1000亿日元的《哪咤之魔童降世》之后，辞去了原来的发行公司，加盟了这部作品。中了。"|"17"|"19"|"积极"|"日本"|"Twitter"|"2023-01-03"|"Twitter"
"とりあえずコンプリート。2年前の東京・中国映画週間で上映された『ナタ ～魔童降臨～(哪吒之魔童降世)』を観られたのは今でも幸運だったと思う。＞中国アニメ『ナタ転生』ほか、パンクの精神を持つ少年神ナタを題材にした映画4選  cinemas PLUS http://cinema.ne.jp/artic"|"总之是完整的。两年前的东京·中国电影周上上映了《哪咤之魔童降临》，我至今仍觉得很幸运。>中国动画片《哪咤转生》之外,还具有朋克精神的少年神哪咤为题材的电影4选举cinemas plus http://cinema.ne.jp/artic"|"15"|"19"|"积极"|"日本"|"Twitter"|"2021-02-28"|"Twitter"
"“關在府裡無事干 翻牆倒瓦摔瓶罐來來回回千百遍 小爺也是很脾倦”Ha ha! When Zhehang have post IG, you will not be bored...Cr.哪吒之魔童降世"|"“关在府里无事干 翻墙倒瓦摔瓶罐来来回回千百遍 小爷也是很脾倦”Ha ha! When Zhehang have post IG, you will not be bored...Cr.哪咤之魔童降世"|"5"|"19"|"消极"|"中国"|"Twitter"|"2022-05-14"|"Twitter"
"中国でIMAX上映もされ世界興収7億ドルを突破した『哪吒之魔童降世』が4KUHDで発売。ついに中国製CGアニメもUHD BDで販売される時代になったか。https://amazon.com/dp/B07YTCP6VT/ref=cm_sw_r_tw_dp_U_x_4mYdEb5DH3SQN…"|"在中国IMAX上映、全球票房突破7亿美元的《哪咤之魔童降世》以4kuhd格式发售。终于到了中国产CG动画也以超高清BD销售的时代了吗?https://amazon.com/dp/b07ytcp6vt/ref=cm_sw_r_tw_dp_u_x_4mydeb5dh3sqn…"|"12"|"19"|"积极"|"日本"|"Twitter"|"2020-01-03"|"Twitter"
"中国CGアニメ映画？『哪吒之魔童降世』より、フィギュアーツ哪吒（中国バンダイ限定）です。見てこのCGから抜け出してきたみたいな出来♪ 造形・可動・塗装と大変すばらしい。 あ、本編知らないのでポーズ適当です。少年悟空と闘わせてみたいね。日本で売らないのかな？超おすすめ。#哪吒之魔童降世"|"中国CG动画电影?出自《哪咤之魔童降世》的手办哪咤(中国万代限定)。看了从这个CG溜出来一样的做成♪造型·可动·涂装非常出色。啊，正片不知道所以姿势合适。真想让他和悟空斗一斗。在日本不卖吗?超推荐。哪咤之魔童降世"|"41"|"19"|"积极"|"日本"|"Twitter"|"2021-03-25"|"Twitter"
"昨日は三里屯の映画館で、興収41.3億人民元(約711億円)を超えたという《哪吒之魔童降世》を。チケット大人130人民元！3Dとは言え¥2,000越えですよ!?  ストーリーラインはともかく(いや、私は面白かったですが)、技術や表現的には米国産アニメと既に同格。いろんなところでもう日本なんか相手じ"|"昨天在三里屯的电影院，看到了票房超过41.3亿人民币的《哪咤之魔童降世》。门票成人130人民币!虽然是3d，但价格超过2,000日元!?故事线暂且不论(不，我觉得很有趣)，在技术和表现上已经和美国产动画片处于同一水平。在很多地方已经不是日本的对手了"|"23"|"19"|"积极"|"日本"|"Twitter"|"2019-08-25"|"Twitter"
"会社休んだついでに《哪吒之魔童降世》を観たけど、噂通りの出来。今まで見た3Dアニメでは最高のクオリティで、水の描き方などもすごい。日本では公開されてない模様。中国神話のキャラということで中国外で受け入れられるか心配されてるかもしれないけど、映画館でこの映像観るだけでも痺れると思う。"|"向公司请假，顺便看了《哪咤之魔童降世》，和传说的一样。是至今为止看过的3d动画中品质最高的，水的画法等也很厉害。在日本没有被公开的样子。因为是中国神话的角色，所以在中国以外的地方可能会被担心，不过，我想光是在电影院里看这个映像就已经麻痹了。"|"19"|"19"|"积极"|"日本"|"Twitter"|"2020-11-12"|"Twitter"
"話題の中国アニメ映画『 哪吒之魔童降世』をIMAXで見た。なんか、今の中国アニメについて色々考えさせられた。あと超久々にミルクプリン食べた。"|"用IMAX观看了备受关注的中国动画电影《哪咤之魔童降世》。让我对现在的中国动画有了很多思考。还有久违了的牛奶布丁。"|"17"|"19"|"积极"|"日本"|"Twitter"|"2019-07-31"|"Twitter"
"『哪吒之魔童降世』(2019)中国の歴代興行収入第2位という爆ヒットした3Dアニメ。ディズニーのジョン・マスカー&ロン・クレメンツがドリームワークスに移ったらこんなノリになりそうだな…（好き）色々な作品の哪吒様あつめた”哪吒バース”が見たいですね"|"《哪咤之魔童降世》(2019)中国史上票房第二的火爆3d动画。迪斯尼的约翰·马斯卡和罗恩·克莱门茨如果搬到梦工厂的话会是这样的故事…(我喜欢)我想看“哪咤巴斯”，收集了各种各样的作品。"|"8"|"19"|"积极"|"日本"|"Twitter"|"2021-04-09"|"Twitter"
"「哪吒」が「千と千尋」をはるかに超える大ヒット。「中国アニメ映画の希望だ」 https://huffingtonpost.jp/entry/nezha_jp_5d40f579e4b0d24cde077efe?ncid=other_twitter_cooo9wqtham&utm_campaign=s"|"“哪咤”远超“千与千寻”。“这是中国动画电影的希望。”https://huffingtonpost.jp/entry/nezha_jp_5d40f579e4b0d24cde077efe?ncid=other_twitter_cooo9wqtham&utm_ campaign = s"|"439"|"19"|"积极"|"日本"|"Twitter"|"2019-07-31"|"Twitter"
"中国のメガヒットアニメ映画「哪吒之魔童降世」の人気キャラである敖丙の生い立ちを描くオフィシャル外伝コミック「敖丙传」が制作されているらしい。敖丙可愛い。 #哪吒之魔童降世 #敖丙传http://yibenmanhua.com/activity/index"|"中国的超级热门动画电影《哪咤之魔童降世》的人气角色敖丙的成长经历的官方外传漫画《敖丙传》正在制作中。敖丙真可爱。# #哪咤之魔童降世敖丙传http://yibenmanhua.com/activity/index"|"132"|"19"|"积极"|"日本"|"Twitter"|"2020-01-15"|"Twitter"
"哪吒之魔童降世も見たいですのう(ねんどろいど買った)。哪吒之魔童降世の方じゃ、哪吒と敖丙、仲良いのかな"|"哪咤之魔童降世也想看啊(买了年夜)。哪咤之魔童降世那么，哪咤和敖丙关系好吗"|"0"|"19"|"积极"|"日本"|"Twitter"|"2021-04-03"|"Twitter"
"関西の方、こんなイベントもあるそうですよー！！！#封神演義 関連のアニメ映画はすでに《哪吒之魔童降世》《姜子牙》が公開されていてこのあとまだシリーズとして続く予定らしいので知っておくといいと思う。#哪吒重生 #ナタ転生"|"关西的人，听说还有这样的活动哟! ! !#封神演义相关的动画电影已经上映了《哪咤之魔童降世》、《姜子牙》，之后似乎还会作为系列延续下去，所以想知道一下比较好。哪咤重生"|"7"|"19"|"积极"|"日本"|"Twitter"|"2021-04-01"|"Twitter"
"毘沙門天の第3子と言われる哪吒三太子をモデルにしました 乾坤圏や混天綾、火尖鎗も作ったんだよ〜西遊記にも出てくる中国で一番好きな神様！の妖怪版という解釈です〜蓮の花っぽい襟を探すのに苦戦しましたところでみなさん、「哪吒之魔童降世」はみましたか？是非見てください"|"以毗沙门天的第三子哪咤三太子为原型，还制作了乾坤圈、混天绫、火尖枪。的妖怪版的解释~为了寻找像莲花的领子而苦战的地方各位，看了《哪咤之魔童降世》吗?请一定要看"|"28"|"19"|"积极"|"日本"|"Twitter"|"2021-11-20"|"Twitter"
"Nezha～哪吒魔童降臨～(哪吒之魔童降世,2019中国)大画面で見たい～てなって、プライベートシアターお借りしてひとり映画館してきました～4K映像＆音響DOLBY atmosすごく良かった…！！(*´`*)ありがとうございました～！Nezha、やっぱりオタクの全方向に刺さりすぎる～萌えすぎて大変"|"哪咤魔童降临~(哪咤之魔童降临，2019中国)因为想看大屏幕，所以租了私人影院一个人看电影~ 4k影音DOLBY atmos太棒了…! !(*´`*)非常感谢~ !Nezha，还是太刺向宅男了~太萌了不得了"|"33"|"19"|"积极"|"日本"|"Twitter"|"2021-03-06"|"Twitter"
"前から気になってたアクスタ＋バッジのブラインドボックスも買ってみました！「全職高手」の葉修と韓文清、「哪吒之魔童降世」の敖丙。顔の部分に磁石が付いていてバッジがくっつくようになってます！バッジの表情は六種類、うち二種類がランダムで入ってます。本日のレポは以上！明日もお楽しみに〜"|"之前就很在意的axta +徽章的百叶窗箱也买了试试!《全能高手》中的叶修和韩文清，《哪咤之魔童降世》中的敖丙。脸的部分有磁铁，徽章可以粘在一起!徽章的表情有六种，其中两种是随机加入的。以上就是今天的报告!明天也请期待~"|"8"|"19"|"积极"|"日本"|"Twitter"|"2021-05-02"|"Twitter"
"豆瓣2019年中国映画ランキング、華語映画ランキングの1位はやはり「哪吒之魔童降世」、ついで易烊千玺の「少年的你」、ロイ・チウの「谁先爱上他的」。そして「流浪地球」からの日本でも上映中の「罗小黑战记」。【豆瓣2019年度电影榜单】https://movie.douban.com/annual/20"|"豆瓣2019年中国电影排行,华语电影排行的果然是一位“哪咤之魔童降世”,顺便易烊千玺的“少年归去”,ロイ・チウ的“谁先爱上其他的”。以及从《流浪地球》开始在日本上映的《罗小黑战记》。【瓣2019年度电影浓郁豆】https://movie.douban.com/annual/20"|"17"|"19"|"积极"|"日本"|"Twitter"|"2019-12-24"|"Twitter"
"57.『罗小黑战记』（2019）人気WEBアニメシリーズの前日譚を映画化。人間に友好的な妖精達と反抗的な妖精達の戦いの中で、少年・小黒の成長が描かれるアクション作。興収3.15億元の大ヒットでしたが、上をいく特大ヒット作『哪吒之魔童降世』の影に隠れてしまったのが無念。 #1日1中国アニメ映画"|"57.『罗小黑战记』（2019）人気WEBアニメシリーズの前日谭を映画化。人间に友好的な妖精达と反抗的な妖精达の戦いの中で、少年・小黒の成长が描かれるアクション作。兴収3.15亿元の大ヒットでしたが、上をいく特大ヒット作『哪咤之魔童降世』の影に隠れてしまったのが无念。 #1日1中国アニメ映画"|"5"|"19"|"积极"|"日本"|"Twitter"|"2021-11-06"|"Twitter"
"去年、東京都写真美術館での東京・中国映画週間で1回だけ上映された字幕版のナタ〜魔童降臨〜(哪吒之魔童降世）その後日本公開の情報を聞かないのが残念だ…"|"去年，在东京都写真美术馆举办的东京·中国电影周上，只上映了一场字幕版的哪咤魔童降世，之后就没听说过在日本上映的消息，真遗憾……"|"4"|"19"|"积极"|"日本"|"Twitter"|"2020-11-10"|"Twitter"
"昨年人気を博した中国のアニメ映画『哪吒之魔童降世』。この「哪吒」はインドの神が中国の仏教と道教に取り入れられたもの。香港で唯一この神を祀っているのが深水埗の「三太子及北帝廟」。19世紀末に香港での疫病蔓延時に中国から像を招いたら疫病が収まり民は感謝して廟が建てられた、と解説あり。"|"去年大受欢迎的中国动画电影《哪咤之魔童降世》。这个“哪咤”是印度神被中国佛教和道教引入的。香港唯一供奉此神的是深水埗的“三太子及北帝庙”。19世纪末，香港瘟疫蔓延时，从中国请来雕像，瘟疫平息，百姓感激而建庙。"|"30"|"19"|"积极"|"日本"|"Twitter"|"2020-04-21"|"Twitter"
"中国で今夏に公開されてから中国映画歴代興行成績2位に躍り出ているらしい哪吒之魔童降世(ナタ～魔童降臨～）というアニメ映画があるのですが、日本でも1回だけ上映するとの事で観に行った。すごく面白いし、予告よりずっと様々な人に刺さるであろう要素が満載なので、全国的に公開すると良いな"|"今年夏天在中国上映后，有一部叫哪咤之魔童降世的动画电影，在中国票房排名第二。因为在日本也只上映一次，所以去看了。因为非常有趣，比预告充满了各种各样的刺激人的要素，全国公开的话就好了。"|"48"|"19"|"积极"|"日本"|"Twitter"|"2019-10-24"|"Twitter"
"#姜子牙 アメリカでは劇場公開されたんだ。いいな～。てか、哪吒之魔童降世も、日本でやってくださいよ～。‘Jiang Ziya,’ The Follow-Up To Chinese Breakout Hit ‘Ne Zha,’ Hits U.S. Theaters Today"|"#姜子牙在美国剧场上映了。好啊~。那么，哪咤之魔童降世，也请在日本上映哦~。“Jiang Ziya，’The Follow-Up To Chinese Breakout Hit”Ne Zha，’hitsu.s. Theaters Today"|"3"|"19"|"中立"|"日本"|"Twitter"|"2020-10-09"|"Twitter"
"中国アニメ映画『哪吒之魔童降世～Ne Zha』の日本公開もまだなのに『哪吒之魔童降世～Ne Zha』のフィギュアが日本のメーカーから日本で発売されるという謎の事態w映画、公開してくれるフラグでしょうか？#哪吒之魔童降世"|"中国动画电影《哪咤之魔童降世~ Ne Zha》还没在日本上映就被拍成《哪咤之魔童降世~ Ne》Zha》的手办被日本的制造商在日本发售的谜之事态w电影，是公开的标志吗?哪咤之魔童降世"|"7"|"19"|"积极"|"日本"|"Twitter"|"2021-01-21"|"Twitter"
