content|translated|likes|workId|sentiment|country|platform|postTime
A Milestone for Asian/Chinese Cinematic History!|A Milestone for Asian/Chinese Cinematic History!|25|1|中立|爱尔兰|IMDb|2014-01-31
Do not waste your money watching this at the cinema.|不要浪费你的钱在电影院看这个。|29|1|消极|爱尔兰|IMDb|2014-02-04
I found it to be very entertaining.|我觉得它很有趣。|6|1|积极|新西兰|IMDb|2014-04-22
Well done|做得好|11|1|积极|瑞典|IMDb|2014-03-31
IRONY: There is nothing special with the special effects.|讽刺:特效没有什么特别之处。|10|1|积极|爱尔兰|IMDb|2014-03-30
Nothing good to say about this|这没什么好说的|2|1|消极|新西兰|IMDb|2017-07-30
Rotten to the core|Rotten to the core|5|1|中立|澳大利亚|IMDb|2014-04-04
The subtitles completely destroyed it for me.|字幕完全毁了我的感受。|2|1|消极|英国|IMDb|2014-02-08
Fans of the story will love it|这个故事的粉丝会喜欢的|3|1|积极|牙买加|IMDb|2014-04-12
Mystery Science Theatre 3000|神秘科学剧场3000|11|1|积极|加拿大|IMDb|2014-03-24
Regular...|普通……|0|1|积极|英国|IMDb|2022-01-01
Family fun! Deserves to be seen in 3D...|家庭乐趣!值得在3D中看到…|0|1|积极|新西兰|IMDb|2014-07-01
A Laughable Waste|A Laughable Waste|0|1|中立|澳大利亚|IMDb|2016-03-11
Computer Generated Imagery is all you get.|计算机生成的图像是所有你得到的。|1|1|消极|加拿大|IMDb|2017-01-03
One of the Best Worst Movies I've Ever Seen!|这是我看过的最烂的电影之一!|5|1|消极|英国|IMDb|2014-04-18
the legend of the monkey king finally told|孙悟空的传说终于讲完了|0|1|积极|加拿大|IMDb|2018-11-19
What a garbage of a movie.|真是一部垃圾电影。|2|1|中立|英国|IMDb|2014-04-04
The new Monkey King movie 2014 is really neat|2014年的新电影《大圣归来》真的很棒|2|1|积极|爱尔兰|IMDb|2015-11-13
Warning: The Monkey King (2014) has almost NO establishing and transitional shots or scenes!|Warning: The Monkey King (2014) has almost NO establishing and transitional shots or scenes!|1|1|消极|美国|IMDb|2014-02-10
The Monkey King Havoc in Heaven's Palace was Epic|《孙悟空大闹天宫》堪称史诗|2|1|积极|英国|IMDb|2016-07-07
This movie is unbelievable ....|这部电影令人难以置信....|1|1|积极|新加坡|IMDb|2019-05-05
A poorly handled interpretation of the classic|对经典作品的拙劣诠释|4|1|积极|新加坡|IMDb|2014-03-27
Not bad, could be better, English? and a few more sequels?|不错，还可以更好，英语?还有更多的续集吗?|1|1|积极|加拿大|IMDb|2014-07-09
How not to adapt a 400 year old literary classic|如何不改编一部400年前的文学经典|1|1|积极|马来西亚|IMDb|2015-07-20
Sorry for the Chinese...|Sorry for the Chinese...|1|1|中立|爱尔兰|IMDb|2014-04-04
A Really Fun Campy Martial Arts Movie|一部非常有趣的武侠片|0|1|积极|新加坡|IMDb|2021-07-25
As a movie It was Illogical to watch|作为一部电影，这是不合逻辑的|1|1|积极|新加坡|IMDb|2014-08-01
Not impressed at all|一点都不感兴趣|2|1|中立|新加坡|IMDb|2014-04-12
Money King, fantasy|金钱之王，幻想|0|1|积极|西班牙|IMDb|2021-02-23
Best movie|最好的电影|0|1|积极|澳大利亚|IMDb|2021-02-26
Advantage & disadvantage|优势与劣势|19|1|中立|丹麦|IMDb|2015-07-25
The picture is cool|这张照片很酷|4|1|积极|英国|IMDb|2020-05-04
A Chinese hero|中国英雄|45|1|积极|新加坡|IMDb|2015-07-13
The Best Chinese Animation So Far|迄今为止最好的中国动画|30|1|积极|爱尔兰|IMDb|2015-07-11
Not Your Grandfather's Jungle Book Monkey King|不是你祖父的《丛林书》里的孙悟空|2|1|积极|牙买加|IMDb|2020-10-23
The Monkey King: Hero is back (2015)-- And On His Way Home|《大圣归来》(2015)——在他回家的路上|14|1|积极|澳大利亚|IMDb|2015-07-19
Do not watch on Netflix|Do not watch on Netflix|7|1|消极|美国|IMDb|2018-03-09
Monkey see, monkey can't do|猴子看，猴子不会做|5|1|积极|法国|IMDb|2019-03-05
terrific|很棒的|16|1|积极|澳大利亚|IMDb|2015-07-16
Bored King: Monkey Strikes Back|无聊国王:猴子反击战|1|1|积极|马来西亚|IMDb|2020-08-03
Finally a great Chinese animated picture!|终于有一部很棒的中国动画了!|6|1|积极|英国|IMDb|2015-12-16
Remember 2014's 'The Monkey King?' (Da Nao Tian Gong.) This isn't that.|还记得2014年的《孙悟空》吗?(《大闹天宫》)这不是那个。|5|1|中立|新加坡|IMDb|2015-07-20
hot garbage (not the sexy kind)|hot garbage (not the sexy kind)|5|1|积极|牙买加|IMDb|2017-01-24
Regular...|普通……|0|1|积极|澳大利亚|IMDb|2022-01-01
not perfect but you should check out this one|不完美，但你应该看看这个|7|1|积极|英国|IMDb|2015-08-07
It should be regarded as the best cartoon made in China in the past 20 years|它应该被认为是近20年来中国制作的最好的动画片|0|1|积极|澳大利亚|IMDb|2019-02-19
RETURN OF THE KING|王者归来|0|1|积极|英国|IMDb|2021-04-26
Issue with Chi fu and Sha Zang and other bad work|问题与志府和沙藏等不良作品有关|0|1|中立|美国|IMDb|2019-05-10
Breeding new life to the Classic|Breeding new life to the Classic|6|1|中立|新西兰|IMDb|2015-07-19
The Monkey King is not back|孙悟空还没回来|2|1|消极|牙买加|IMDb|2019-12-30
The Monkey King is back, but he rushes too quickly out the door|孙悟空回来了，但他跑得太快了|2|1|消极|澳大利亚|IMDb|2016-09-28
Good movie recommendation|好电影推荐|0|1|积极|卢森堡|IMDb|2020-04-30
Myth of China|中国神话|0|1|积极|美国|IMDb|2020-03-25
Tragic rating|悲惨的评级|0|1|积极|英国|IMDb|2021-03-06
Best Chinese 3D animation movie ever.|Best Chinese 3D animation movie ever.|0|1|积极|意大利|IMDb|2022-04-09
Best Movie of 2015 (Snubbed at the Oscars)|2015年最佳电影(未获奥斯卡提名)|0|1|积极|牙买加|IMDb|2020-08-16
SUN WUKONG!!!!!|孙悟空! !|0|1|消极|马来西亚|IMDb|2023-07-20
