"content"|"translated"|"likes"|"workId"|"sentiment"|"country"|"platform"|"postTime"
"自己做的:【蟠桃酒酿】美7月17日开始，大量仙界下凡人间，开始整顿地球精英阴。其中就包括孙悟空和哪吒。ufo层出不绝。灰锐公司转基因基地已被龙卷风摧毁。我一直说，《西游记》是有天眼的人写的。我愿醉在人间，做个二两仙。不为俗尘撒一物，只为美酒动心弦。"|"自己做的:【蟠桃酒酿】美7月17日开始，大量仙界下凡人间，开始整顿地球精英阴。其中就包括孙悟空和哪咤。ufo层出不绝。灰锐公司转基因基地已被龙卷风摧毁。我一直说，《西游记》是有天眼的人写的。我愿醉在人间，做个二两仙。不为俗尘撒一物，只为美酒动心弦。"|"9"|"1"|"积极"|"中国"|"Twitter"|"2023-07-21"|"Twitter"
"西游记外景地——庐山乌龙潭"|"西游记外景地——庐山乌龙潭"|"9"|"1"|"积极"|"中国"|"Twitter"|"2023-07-22"|"Twitter"
"(接上文）为确定这个事是真的背后得验证多少事。学习多少东西才能坚定不移的挖下去。太不容易了。庆幸的是我们的选择没有错，方向对了✓ 平台对了✓曙光渐现。不用等太久……挖派的过程就是一款现实版的《西游记》#pinetwork #Pioneers"|"(接上文）为确定这个事是真的背后得验证多少事。学习多少东西才能坚定不移的挖下去。太不容易了。庆幸的是我们的选择没有错，方向对了✓ 平台对了✓曙光渐现。不用等太久……挖派的过程就是一款现实版的《西游记》#pinetwork #Pioneers"|"58"|"1"|"积极"|"中国"|"Twitter"|"2023-07-21"|"Twitter"
"Ostensibly on finishing 《三国演义》(Romance of the Three Kingdoms) and 《西游记》(Journey to the West), but actually confessing undisclosed details of my journ"|"表面上看，我完成了《三国演义》和《西游记》，但实际上我坦白了我旅行中未公开的细节"|"0"|"1"|"积极"|"美国"|"Twitter"|"2023-07-22"|"Twitter"
"改编自《西游记》、由周星驰担任执行制作人的Netflix动画电影《美猴王》发布中文预告，小小的期待一下"|"改编自《西游记》、由周星驰担任执行制作人的Netflix动画电影《美猴王》发布中文预告，小小的期待一下"|"5"|"1"|"积极"|"中国"|"Twitter"|"2023-07-22"|"Twitter"
"难怪红楼梦原著和连续剧我都看，西游记只看连续剧，水浒和三国原著和连续剧都不看"|"难怪红楼梦原着和连续剧我都看，西游记只看连续剧，水浒和三国原着和连续剧都不看"|"0"|"1"|"积极"|"中国"|"Twitter"|"2023-07-19"|"Twitter"
"西游记吗？"|"西游记吗？"|"0"|"1"|"积极"|"中国"|"Twitter"|"2023-07-22"|"Twitter"
"我看过仙剑1.3还有轩辕剑，还有宝莲灯西游记前传搜神记云海翻腾孙悟空麻衣神相这些，小时候卫视都放，只要不天天补课就能在家看电视00年"|"我看过仙剑1.3还有轩辕剑，还有宝莲灯西游记前传搜神记云海翻腾孙悟空麻衣神相这些，小时候卫视都放，只要不天天补课就能在家看电视00年"|"1"|"1"|"积极"|"中国"|"Twitter"|"2023-07-21"|"Twitter"
"中国人喜欢引用《西游记》里孙悟空一个筋斗10万8千里，仍逃不出如来的掌心，西方人也有个类似的表达，即“上帝之手”。沼泽生物作恶百年，人类面临灭顶之灾，此时出现了川普，上帝之手送来敢与沼泽唱对台戏的川普！看沼泽生物最近的疯狂，就知道它们一定逃不出上帝之手！"|"中国人喜欢引用《西游记》里孙悟空一个筋斗10万8千里，仍逃不出如来的掌心，西方人也有个类似的表达，即“上帝之手”。沼泽生物作恶百年，人类面临灭顶之灾，此时出现了川普，上帝之手送来敢与沼泽唱对台戏的川普！看沼泽生物最近的疯狂，就知道它们一定逃不出上帝之手！"|"8"|"1"|"积极"|"中国"|"Twitter"|"2023-07-19"|"Twitter"
"西游记多现实啊,哥们细寻思寻思,四大名著都不白看 #历史 #读书 #西游记 #四大名著 #人文"|"西游记多现实啊,哥们细寻思寻思,四大名着都不白看 #历史 #读书 #西游记 #四大名着 #人文"|"1"|"1"|"积极"|"中国"|"Twitter"|"2023-07-21"|"Twitter"
"是啊 ，《西游记》小说的价值观是不符合当代的普世价值。《三国演义》、《水浒传》，更是。"|"是啊 ，《西游记》小说的价值观是不符合当代的普世价值。《三国演义》、《水浒传》，更是。"|"1"|"1"|"积极"|"中国"|"Twitter"|"2023-07-21"|"Twitter"
"西游记跟道家有什么关系？佛教最大，和讲走后门有后台的"|"西游记跟道家有什么关系？佛教最大，和讲走后门有后台的"|"0"|"1"|"积极"|"中国"|"Twitter"|"2023-07-22"|"Twitter"
"看完新西游记4一直很想吃的越南煎饼……但是吃完总感觉不太一样（）"|"看完新西游记4一直很想吃的越南煎饼……但是吃完总感觉不太一样（）"|"1"|"1"|"积极"|"中国"|"Twitter"|"2023-07-18"|"Twitter"
"（补）DAY29：“一首让人追忆童年的曲子”分享群星的单曲《白龙马 (动画片《西游记》歌曲)》"|"（补）DAY29：“一首让人追忆童年的曲子”分享群星的单曲《白龙马 (动画片《西游记》歌曲)》"|"1"|"1"|"积极"|"中国"|"Twitter"|"2023-07-19"|"Twitter"
"如果说现代的话，风评最好的是西游记吧"|"如果说现代的话，风评最好的是西游记吧"|"1"|"1"|"积极"|"中国"|"Twitter"|"2023-07-25"|"Twitter"
"低配版现代西游记，好看"|"低配版现代西游记，好看"|"0"|"1"|"积极"|"中国"|"Twitter"|"2023-07-27"|"Twitter"
""|"空文本"|"0"|"1"|"积极"|"新西兰"|"Twitter"|"2023-07-19"|"Twitter"
"从小就好奇为什么西游记斗法三圣那集里会说：破烂溜丢一口钟！今天才知道"|"从小就好奇为什么西游记斗法三圣那集里会说：破烂溜丢一口钟！今天才知道"|"0"|"1"|"积极"|"中国"|"Twitter"|"2023-07-27"|"Twitter"
"3个月上海封城，习近平大巴。大半年新疆封城，乌鲁木齐烧烤人肉串，就光去年一年就跳楼自杀的人之多，都被神友当素材做成抽象搞笑的西游记倒放视频。瓶子的团队去年前脚11月疫情防控还搁那里“疫情封控可持续且很有必要”表示要持续一辈子，然后震旦人搁那里，对对对，坚决支持清零！"|"3个月上海封城，习近平大巴。大半年新疆封城，乌鲁木齐烧烤人肉串，就光去年一年就跳楼自杀的人之多，都被神友当素材做成抽象搞笑的西游记倒放视频。瓶子的团队去年前脚11月疫情防控还搁那里“疫情封控可持续且很有必要”表示要持续一辈子，然后震旦人搁那里，对对对，坚决支持清零！"|"8"|"1"|"积极"|"中国"|"Twitter"|"2023-07-23"|"Twitter"
"中华人民共和国成立五十周年作品，中日合拍西游记，当中日本的服饰有些模仿奈良时代风格，但是头顶上的缨冠不太合适。"|"中华人民共和国成立五十周年作品，中日合拍西游记，当中日本的服饰有些模仿奈良时代风格，但是头顶上的缨冠不太合适。"|"3"|"1"|"积极"|"中国"|"Twitter"|"2023-07-20"|"Twitter"
"可以参考一下西游记，孙悟空对于有良心的小妖也是毫不留情，我年轻时候不懂，后来看到别人评论的道家才意识到道家不讲好坏，不讲儒家那种逆境仍然坚持做一个好人那种思路，"|"可以参考一下西游记，孙悟空对于有良心的小妖也是毫不留情，我年轻时候不懂，后来看到别人评论的道家才意识到道家不讲好坏，不讲儒家那种逆境仍然坚持做一个好人那种思路，"|"0"|"1"|"积极"|"中国"|"Twitter"|"2023-07-22"|"Twitter"
"西游记"|"西游记"|"0"|"1"|"积极"|"中国"|"Twitter"|"2023-07-21"|"Twitter"
"网友：几年前在中关村看到蜥蜴人，从前面走过来，头是蜥蜴，西游记的的绿脸妖怪的样子。走过我的车变成了正常人。"|"网友：几年前在中关村看到蜥蜴人，从前面走过来，头是蜥蜴，西游记的的绿脸妖怪的样子。走过我的车变成了正常人。"|"7"|"1"|"积极"|"中国"|"Twitter"|"2023-07-26"|"Twitter"
"莫笑农家腊酒浑萧伯纳雪莱拜伦昔人已乘黄鹤去雾都孤儿双城记不羡鸳鸯不羡仙十里山路不换肩多行不义必自毙三国演义西游记映阶碧草自春色青年时代就读过人生得意须尽欢别看今天闹得欢敢同恶鬼争高下拜伦雪莱萧伯纳苟利国家生死以亚当斯密汤因比…全世界都在笑庆丰话习包子的话越来…"|"莫笑农家腊酒浑萧伯纳雪莱拜伦昔人已乘黄鹤去雾都孤儿双城记不羡鸳鸯不羡仙十里山路不换肩多行不义必自毙三国演义西游记映阶碧草自春色青年时代就读过人生得意须尽欢别看今天闹得欢敢同恶鬼争高下拜伦雪莱萧伯纳苟利国家生死以亚当斯密汤因比…全世界都在笑庆丰话习包子的话越来…"|"27"|"1"|"积极"|"中国"|"Twitter"|"2023-07-22"|"Twitter"
"没想到有生之年真的能看到中美合拍的西游记！"|"没想到有生之年真的能看到中美合拍的西游记！"|"0"|"1"|"积极"|"中国"|"Twitter"|"2023-07-18"|"Twitter"
"我来帮趟楼主延展性的解释一下吧，哭的主要原因就是敢问路在何方这首歌，这远远不仅是承接着第一代海外华人对家乡的思念和回不去的感慨，更多的也是86年西游记的那个时代是中国相对开放自由，摇滚乐开始兴起，外企开始进驻，一个充满希望的年代，可惜三年后的89年错过了最好的改变机会。"|"我来帮趟楼主延展性的解释一下吧，哭的主要原因就是敢问路在何方这首歌，这远远不仅是承接着第一代海外华人对家乡的思念和回不去的感慨，更多的也是86年西游记的那个时代是中国相对开放自由，摇滚乐开始兴起，外企开始进驻，一个充满希望的年代，可惜三年后的89年错过了最好的改变机会。"|"3"|"1"|"积极"|"中国"|"Twitter"|"2023-07-21"|"Twitter"
"看完了《西游记》还有去火焰山的吗？新疆吐鲁番地表温度超80℃，虽然高温天气，依然阻挡不了人们旅游的热情，游客们纷纷来体验“极热”感受。 #火焰山"|"看完了《西游记》还有去火焰山的吗？新疆吐鲁番地表温度超80℃，虽然高温天气，依然阻挡不了人们旅游的热情，游客们纷纷来体验“极热”感受。 #火焰山"|"1"|"1"|"积极"|"中国"|"Twitter"|"2023-07-18"|"Twitter"
"P的跟西游记似的"|"P的跟西游记似的"|"0"|"1"|"积极"|"中国"|"Twitter"|"2023-07-25"|"Twitter"
"你在发什么瘟，完全没看过三搜封神就算了西游记你都没看过吗？哪吒的生理年龄心理年龄灵魂年龄都比孙悟空大的多，啥都不看也不在乎哪吒本身怎样你有啥资格说他两有问题。真正有问题的是你这个只愿意相信谣言的脑子"|"你在发什么瘟，完全没看过三搜封神就算了西游记你都没看过吗？哪咤的生理年龄心理年龄灵魂年龄都比孙悟空大的多，啥都不看也不在乎哪咤本身怎样你有啥资格说他两有问题。真正有问题的是你这个只愿意相信谣言的脑子"|"4"|"1"|"积极"|"中国"|"Twitter"|"2023-07-21"|"Twitter"
"听说这是西游记的拍摄地点？猜猜看，这是哪里呢？"|"听说这是西游记的拍摄地点？猜猜看，这是哪里呢？"|"0"|"1"|"积极"|"中国"|"Twitter"|"2023-07-23"|"Twitter"
"西游记里凤仙郡太守推倒供果，玉帝生气，罚凤仙郡在铁链烧断、面山吃光前不下雨，扛麦郎这样对中国人民，再给他500年也没有用"|"西游记里凤仙郡太守推倒供果，玉帝生气，罚凤仙郡在铁链烧断、面山吃光前不下雨，扛麦郎这样对中国人民，再给他500年也没有用"|"0"|"1"|"消极"|"中国"|"Twitter"|"2023-07-23"|"Twitter"
"封神榜是玄幻小说，相当于西游记前传，连三国演义这种历史小说都算不上。完全可以当作一个平行世界中的故事。要较真的话，西游记更是严重污蔑玄奘法师。"|"封神榜是玄幻小说，相当于西游记前传，连三国演义这种历史小说都算不上。完全可以当作一个平行世界中的故事。要较真的话，西游记更是严重污蔑玄奘法师。"|"0"|"1"|"积极"|"中国"|"Twitter"|"2023-07-18"|"Twitter"
"电视剧《西游记》插曲，歌词大意：鸳鸯双栖蝶双飞，满园春色惹人醉。悄悄问圣僧，女儿美不美，女儿美不美。说什么王权富贵，怕什么戒律清规。只愿天长地久，与我意中人儿紧相随。爱恋伊，爱恋伊，愿今生常相随。鸳鸯双栖蝶双飞，满园春色惹人醉。悄悄问圣僧，点击：… 显示更多"|"电视剧《西游记》插曲，歌词大意：鸳鸯双栖蝶双飞，满园春色惹人醉。悄悄问圣僧，女儿美不美，女儿美不美。说什么王权富贵，怕什么戒律清规。只愿天长地久，与我意中人儿紧相随。爱恋伊，爱恋伊，愿今生常相随。鸳鸯双栖蝶双飞，满园春色惹人醉。悄悄问圣僧，点击：… 显示更多"|"13"|"1"|"积极"|"中国"|"Twitter"|"2023-07-25"|"Twitter"
"视频看完了 讲的很好，但是请问为什么四大名著是三国演义、水浒传、红楼梦和西游记这四本书呢。"|"视频看完了 讲的很好，但是请问为什么四大名着是三国演义、水浒传、红楼梦和西游记这四本书呢。"|"0"|"1"|"积极"|"中国"|"Twitter"|"2023-07-19"|"Twitter"
"西游记的特效"|"西游记的特效"|"0"|"1"|"积极"|"中国"|"Twitter"|"2023-07-24"|"Twitter"
"西游记里的五行山嘛"|"西游记里的五行山嘛"|"2"|"1"|"积极"|"中国"|"Twitter"|"2023-07-26"|"Twitter"
"94年决赛。暑假。我住在外公家。外公要看世界杯。我要看西游记。外公不让。我一气之下走回自己家。"|"94年决赛。暑假。我住在外公家。外公要看世界杯。我要看西游记。外公不让。我一气之下走回自己家。"|"3"|"1"|"积极"|"中国"|"Twitter"|"2023-07-18"|"Twitter"
"有种看82版本西游记的感觉"|"有种看82版本西游记的感觉"|"0"|"1"|"积极"|"中国"|"Twitter"|"2023-07-24"|"Twitter"
"不如86版西游记"|"不如86版西游记"|"0"|"1"|"积极"|"中国"|"Twitter"|"2023-07-24"|"Twitter"
"我们要大闹天宫了！#西游记 #架子鼓 # 妞妞架子鼓 - YouTube"|"我们要大闹天宫了！#西游记 #架子鼓 # 妞妞架子鼓 - YouTube"|"0"|"1"|"消极"|"中国"|"Twitter"|"2023-07-26"|"Twitter"
"期待，西游记百看不厌"|"期待，西游记百看不厌"|"0"|"1"|"积极"|"中国"|"Twitter"|"2023-07-18"|"Twitter"
"你有没有发现，随着年龄的增长，我们活得越来越像（西游记），悟空的压力，八戒的身材，沙僧的发型，唐僧的唠叨，还有打不完的妖精，更重要的是，离西天越来越近了。"|"你有没有发现，随着年龄的增长，我们活得越来越像（西游记），悟空的压力，八戒的身材，沙僧的发型，唐僧的唠叨，还有打不完的妖精，更重要的是，离西天越来越近了。"|"4"|"1"|"积极"|"中国"|"Twitter"|"2023-07-20"|"Twitter"
"86版西游记拍摄地，珍珠滩瀑布。86th version of Journey to the West filming location, Pearl Beach waterfall."|"86版西游记拍摄地，珍珠滩瀑布。86th version of Journey to the West filming location, Pearl Beach waterfall."|"0"|"1"|"积极"|"中国"|"Twitter"|"2023-07-23"|"Twitter"
"当时，但凡有张地图，也没西游记了！"|"当时，但凡有张地图，也没西游记了！"|"0"|"1"|"积极"|"中国"|"Twitter"|"2023-07-20"|"Twitter"
"封神的特效真不错，师父，封神演义和西游记里的的神仙体系是不一样的吧，经常看到有学者把二者进行对比。嘿嘿，今晚睡得晚很开心，因为好不容易遇到和师父一起在线"|"封神的特效真不错，师父，封神演义和西游记里的的神仙体系是不一样的吧，经常看到有学者把二者进行对比。嘿嘿，今晚睡得晚很开心，因为好不容易遇到和师父一起在线"|"0"|"1"|"积极"|"中国"|"Twitter"|"2023-07-22"|"Twitter"
"龟峰，是世界自然遗产、世界地质公园、国家级风景名胜区、国家5A级旅游区，以其独特的“无山不龟、无石不龟”的自然景观和深厚的文化底蕴成为徐霞客、电视剧《西游记》等众多名家名剧的首推景点。"|"龟峰，是世界自然遗产、世界地质公园、国家级风景名胜区、国家5A级旅游区，以其独特的“无山不龟、无石不龟”的自然景观和深厚的文化底蕴成为徐霞客、电视剧《西游记》等众多名家名剧的首推景点。"|"0"|"1"|"积极"|"中国"|"Twitter"|"2023-07-20"|"Twitter"
"Avant et après avoir integrer le MTC (國語教學中心) de la National Taiwan Normal University (國立臺灣師範大學 aka 師大) j'ai reçu 3 romans en cadeau :*封神演義 (L’Invest"|"Avant et après avoir integrer le MTC (国语教学中心) de la National Taiwan Normal University (国立台湾师范大学 aka 师大) j'ai reçu 3 romans en cadeau :*封神演义 (L’Invest"|"0"|"1"|"积极"|"美国"|"Twitter"|"2023-07-24"|"Twitter"
"相見時難別亦難！説什麼王權富貴，怕什麼戒律清規，只願天長地久，與我意中人兒緊相隨，願今生長相隨。 #Music et #Movie #Love"|"相见时难别亦难！说什么王权富贵，怕什么戒律清规，只愿天长地久，与我意中人儿紧相随，愿今生长相随。 #Music et #Movie #Love"|"1"|"1"|"积极"|"中国"|"Twitter"|"2023-07-18"|"Twitter"
"西游记，茶馆"|"西游记，茶馆"|"0"|"1"|"积极"|"中国"|"Twitter"|"2023-07-21"|"Twitter"
"演西游记女蟒蛇的博弘老师好像坐我旁边了(ㅇㅅㅇ❀)"|"演西游记女蟒蛇的博弘老师好像坐我旁边了(ㅇㅅㅇ❀)"|"0"|"1"|"积极"|"中国"|"Twitter"|"2023-07-20"|"Twitter"
"西游记取景地~"|"西游记取景地~"|"13"|"1"|"积极"|"中国"|"Twitter"|"2023-07-24"|"Twitter"
"我童年电视台还看过一个西游记抽烟拿手枪帅气的唐僧【最遊記】当年电视台引进不少日本动画"|"我童年电视台还看过一个西游记抽烟拿手枪帅气的唐僧【最游记】当年电视台引进不少日本动画"|"1"|"1"|"积极"|"中国"|"Twitter"|"2023-07-24"|"Twitter"
"贵州  #黄果树瀑布，是亚洲第一瀑布，小学课本就讲述了黄果树瀑布的雄伟壮观以及水势浩大。从古至今，众多文人墨客都利用优美的诗词歌赋，形容黄果树瀑布的壮丽，现在这一个景点不仅仅吸引到很多中国游客前来观赏，另外也让国外游客熟知。甚至86版西游记当中就在黄果树瀑布旁取景，瀑布气势磅礴的感觉"|"贵州  #黄果树瀑布，是亚洲第一瀑布，小学课本就讲述了黄果树瀑布的雄伟壮观以及水势浩大。从古至今，众多文人墨客都利用优美的诗词歌赋，形容黄果树瀑布的壮丽，现在这一个景点不仅仅吸引到很多中国游客前来观赏，另外也让国外游客熟知。甚至86版西游记当中就在黄果树瀑布旁取景，瀑布气势磅礴的感觉"|"0"|"1"|"积极"|"中国"|"Twitter"|"2023-07-19"|"Twitter"
"《西游记》第十六回 观音院僧谋宝贝 黑风山怪窃袈裟 https://yanmingshiping.blogspot.com/2022/01/blog-post_322.html?spref=tw…"|"《西游记》第十六回 观音院僧谋宝贝 黑风山怪窃袈裟 https://yanmingshiping.blogspot.com/2022/01/blog-post_322.html?spref=tw…"|"2"|"1"|"积极"|"中国"|"Twitter"|"2023-07-18"|"Twitter"
"The legend of zelda tears of the kingdom x Journey to the West (西游记) full 5 charater  #ZeldaTearsOfTheKingdom #Zelda #TOTK #TearsOfTheKingdom for qui"|"塞尔达传说眼泪》王国×旅西》(西游记)满5 charater ZeldaTearsOfTheKingdom #塞尔达TOTK # TearsOfTheKingdom for魁"|"0"|"1"|"积极"|"爱尔兰"|"Twitter"|"2023-07-22"|"Twitter"
"龟峰，是世界自然遗产、世界地质公园、国家级风景名胜区、国家5A级旅游区，以其独特的“无山不龟、无石不龟”的自然景观和深厚的文化底蕴成为徐霞客、电视剧《西游记》等众多名家名剧的首推景点。"|"龟峰，是世界自然遗产、世界地质公园、国家级风景名胜区、国家5A级旅游区，以其独特的“无山不龟、无石不龟”的自然景观和深厚的文化底蕴成为徐霞客、电视剧《西游记》等众多名家名剧的首推景点。"|"9"|"1"|"积极"|"中国"|"Twitter"|"2023-07-19"|"Twitter"
"看《西游记》的时候还真没看出来是他演的。[老师好]"|"看《西游记》的时候还真没看出来是他演的。[老师好]"|"3"|"1"|"积极"|"中国"|"Twitter"|"2023-07-27"|"Twitter"
"#大美中国 #魅力中国 #互关互粉 花果山，《西游记》中地名，花果山水帘洞位于东胜神洲傲来国，是齐天大圣孙悟空的故乡。唤为花果山。此山乃十洲之祖脉，三岛之来龙，自开清浊而立，鸿蒙判后而成。花果山，山中有一洞，名唤水帘洞，中间一块石碣上，镌着‘花果山福地，水帘洞洞天’。是孙悟空的居住之所。"|"#大美中国 #魅力中国 #互关互粉 花果山，《西游记》中地名，花果山水帘洞位于东胜神洲傲来国，是齐天大圣孙悟空的故乡。唤为花果山。此山乃十洲之祖脉，三岛之来龙，自开清浊而立，鸿蒙判后而成。花果山，山中有一洞，名唤水帘洞，中间一块石碣上，镌着‘花果山福地，水帘洞洞天’。是孙悟空的居住之所。"|"2"|"1"|"消极"|"中国"|"Twitter"|"2023-07-24"|"Twitter"
"Journey to the West: In Search of Zhangye (2017) 西游记：张掖寻踪The whole film mainly tells about Li Tianfei, a young researcher of  “Journey to the West”, "|"《西游寻张掖》(2017)整部电影主要讲述了“西游”的青年研究员李天飞，"|"0"|"1"|"积极"|"美国"|"Twitter"|"2023-07-19"|"Twitter"
